tag,x,y,aug_tag,aug_x,aug_y,is_valid
blue,-109.34,67.88,blue,-109.32037009764548,67.8573806466197,True
blue,-113.14,64.64,blue,-113.11572902642685,64.67496913533223,True
blue,-115.9,61.54,blue,-115.97840631633603,61.58471199733031,True
blue,-118.29,58.15,blue,-118.27826160521899,58.0856694455067,True
blue,-120.7,53.76,blue,-120.61877175387052,53.670071415665774,True
blue,-122.35,49.9,blue,-122.51497208256812,49.95301690845277,True
blue,-123.95,45.09,blue,-124.11214248917908,45.01361089631809,True
blue,-125.21,40.15,blue,-125.31718028659361,40.20415886037085,True
blue,-126.04,35.97,blue,-126.17068653547905,35.974604955198615,True
blue,-126.84,30.92,blue,-126.86706429960488,30.928877785531245,True
blue,-127.46,25.82,blue,-127.37891239705941,25.872718304554873,True
blue,-127.87,21.55,blue,-127.95926463146799,21.52735941544964,True
blue,-128.22,16.39,blue,-128.27009376740068,16.32409659850498,True
blue,-128.4,11.21,blue,-128.4094308702967,11.353634529793938,True
blue,-128.4,6.88,blue,-128.38299248893748,6.787737210777198,True
blue,-128.16,1.68,blue,-128.2706992090288,1.6193847220063249,True
blue,-127.7,-2.62,blue,-127.71211710025429,-2.5364356652632605,True
blue,-126.96,-6.86,blue,-127.06630230935443,-6.944521035995168,True
blue,-125.63,-11.79,blue,-125.61398351981505,-11.835865188831574,True
blue,-124.12,-15.72,blue,-124.16024317452047,-15.763548748614742,True
blue,-121.76,-20.11,blue,-121.88040002029523,-19.99815559993994,True
blue,-119.33,-23.43,blue,-119.46271429972766,-23.686094849054133,True
blue,-116.47,-26.37,blue,-116.35835723239585,-26.3067267599535,True
blue,-112.47,-29.3,blue,-112.49474044201291,-29.24765447815292,True
blue,-108.69,-31.18,blue,-108.75514439917383,-31.099202250721355,True
blue,-104.56,-32.51,blue,-104.61181167256716,-32.46626332551918,True
blue,-100.1,-33.25,blue,-99.92659662755493,-33.48115395984003,True
blue,-96.35,-33.39,blue,-96.34550543862387,-33.39469849304492,True
blue,-91.5,-33.02,blue,-91.6091969874851,-33.147907095315105,True
blue,-86.52,-32.04,blue,-86.4664000323683,-32.075774274314185,True
blue,-82.5,-30.85,blue,-82.49155631905005,-30.75682194525591,True
blue,-78.5,-29.32,blue,-78.48065253435828,-29.33750561985225,True
blue,-73.56,-27.01,blue,-73.5812695681574,-27.0369389763214,False
blue,-69.7,-24.89,blue,-69.75047129062307,-24.897896632160386,True
blue,-65.95,-22.59,blue,-65.9485902715825,-22.608404153892987,True
blue,-61.41,-19.54,blue,-61.30814048947132,-19.263134241874223,True
blue,-57.92,-17.03,blue,-57.94927338494435,-16.94474616888128,True
blue,-53.7,-13.9,blue,-53.89950398844276,-14.030236846555177,True
blue,-49.63,-10.89,blue,-49.7243947735006,-10.979975828501892,True
blue,-45.66,-8.08,blue,-45.71608732849863,-8.00667738101279,True
blue,-41.71,-5.56,blue,-41.71671492167414,-5.413686129610837,True
blue,-36.9,-3.02,blue,-36.94492430681066,-2.9333180660927796,True
blue,-32.75,-1.34,blue,-32.72837872273729,-1.3480232663456373,True
blue,-28.41,-0.09,blue,-28.44707200803955,-0.22416673126494058,True
blue,-23.83,0.76,blue,-23.89203448948627,0.8075417184072605,True
blue,-18.97,1.26,blue,-19.09362372176034,1.4639555680494967,True
blue,-13.79,1.48,blue,-13.83854222854177,1.563765521358807,True
blue,-9.4,1.53,blue,-9.514716657731425,1.5917113359213162,True
blue,-3.62,1.51,blue,-3.6080267003352753,1.626722896056064,True
blue,1.23,1.5,blue,1.2341074703449635,1.4719213078334905,True
yellow,10.23,-1.32,yellow,10.29650699244909,-1.408085082274807,True
yellow,15.56,-1.01,yellow,15.592580485454546,-1.0831701028291096,True
yellow,20.95,-0.48,blue,20.937731484805933,-0.4843433771591743,True
yellow,25.0,0.08,yellow,24.971329179126123,-0.07254415352352071,True
yellow,30.36,1.07,yellow,30.2437411856943,0.9979624542895276,True
yellow,34.29,2.02,yellow,34.411873758056785,2.107395718628218,True
yellow,39.38,3.58,yellow,39.322659702127154,3.595404236799013,True
yellow,44.19,5.47,yellow,44.17586809827777,5.469887539602842,False
yellow,48.67,7.71,yellow,48.55788199190338,7.729965674634949,True
yellow,52.73,10.26,yellow,52.78310509271478,10.224936064659266,True
yellow,56.29,13.13,yellow,56.40122432742002,13.145660585412903,True
yellow,59.3,16.28,yellow,59.38014223451646,16.40134230011954,True
yellow,62.19,20.54,yellow,62.036537378438226,20.407859376905325,True
yellow,63.72,24.16,yellow,63.70468106662997,24.29483345609758,True
yellow,64.61,28.83,yellow,64.37405316995564,28.995588612248884,False
yellow,64.32,33.51,yellow,64.42226775828495,33.55773647499773,True
yellow,63.23,37.15,yellow,63.24792967237913,37.20824727529835,True
yellow,60.88,41.45,yellow,60.80010825231326,41.50164673880389,True
yellow,58.27,44.6,yellow,58.17746673084912,44.742252435194594,True
yellow,54.2,48.14,yellow,54.136207606294725,48.124905687328464,True
yellow,50.37,50.6,yellow,50.39891183352016,50.66701545351723,True
yellow,46.12,52.71,yellow,46.12078697363441,52.68679153534128,False
yellow,41.52,54.47,yellow,41.56326644955386,54.63797213999939,True
yellow,36.64,55.88,yellow,36.69156783724912,55.91795748343595,True
yellow,32.85,56.71,yellow,32.66480034758453,56.6083364940202,True
yellow,27.67,57.53,yellow,27.752531195485375,57.6831831822799,True
yellow,22.42,58.05,yellow,22.46803504114014,57.93964158749856,True
yellow,17.17,58.32,yellow,17.015840001150284,58.639844205527574,True
yellow,13.26,58.37,yellow,13.118512802220243,58.18188454674289,True
yellow,8.14,58.28,yellow,8.024261363337063,58.156874143022236,True
yellow,3.17,58.07,yellow,3.1290252511928647,58.1392377389305,True
yellow,-2.79,57.7,big_orange,-2.6498912714392993,57.651358405415344,True
yellow,-7.33,57.39,yellow,-7.154071762341122,57.25422330238794,True
yellow,-12.69,57.08,yellow,-12.79656681891315,57.20245166747588,True
yellow,-16.73,56.94,yellow,-16.773688408170912,56.972855464381176,True
yellow,-21.48,56.98,yellow,-21.43385313295143,56.98589385571452,True
yellow,-26.81,57.39,yellow,-26.72158025759589,57.339662524974706,True
yellow,-31.01,58.08,yellow,-31.12904789313318,58.05312468879062,True
yellow,-35.88,59.36,blank,-35.96259019375306,59.4987592297612,True
yellow,-39.9,60.77,yellow,-39.92343603230657,60.74363301620846,True
yellow,-44.78,62.85,yellow,-44.86601711631415,62.947264701976515,True
yellow,-48.96,64.82,yellow,-48.93767002065913,64.9202091128508,True
yellow,-53.29,66.92,yellow,-53.2624353306617,67.13604372593417,True
yellow,-57.79,69.07,big_orange,-57.98484467721454,69.18303089592729,True
yellow,-62.46,71.16,yellow,-62.38731782187332,71.10614154238066,True
yellow,-67.3,73.08,yellow,-67.3613989292716,73.0870127158466,True
yellow,-71.28,74.44,yellow,-71.40223705352375,74.53820570335289,True
yellow,-76.34,75.81,yellow,-76.21926494006365,75.77159229902185,True
yellow,-81.46,76.77,yellow,-81.52784348265911,76.8999995477118,True
yellow,-85.56,77.19,yellow,-85.38959409008358,77.35084469464677,True
yellow,-90.61,77.24,yellow,-90.56464414774541,77.20217317608608,True
yellow,-95.54,76.73,yellow,-95.4487011373188,76.69484180573768,True
yellow,-100.26,75.65,big_orange,-100.35013381727285,75.62564461840029,True
yellow,-104.7,74.01,yellow,-104.6844668330715,73.97207136448668,False
yellow,-108.82,71.84,yellow,-108.81711062156216,71.96357505280241,True
yellow,-112.56,69.19,yellow,-112.5397743520043,69.10887477553214,True
yellow,-115.89,66.12,yellow,-116.00119902141613,66.13176893197284,True
yellow,-118.8,62.69,yellow,-118.82998975444127,62.64907714577836,True
yellow,-121.75,58.21,yellow,-121.58484270014652,58.18650488591618,True
yellow,-123.78,54.25,yellow,-123.77156618693155,54.07512108867013,True
yellow,-125.76,49.3,yellow,-125.77654306963817,49.22352056792634,True
yellow,-127.08,45.08,yellow,-126.99746609270868,44.99868622176109,True
yellow,-128.33,39.94,yellow,-128.26069866708855,40.03924830855107,True
yellow,-129.15,35.64,big_orange,-128.93596018568905,35.531554933272425,True
yellow,-129.93,30.46,yellow,-129.8786564233453,30.57293179685288,True
yellow,-130.54,25.27,yellow,-130.3909538836248,25.13397997308896,True
yellow,-130.93,20.92,yellow,-131.11781828895624,20.96388289058016,True
yellow,-131.26,15.68,blank,-131.27733647031357,15.721025073704379,True
yellow,-131.42,10.38,yellow,-131.56322604310927,10.360577183298096,True
yellow,-131.38,5.93,yellow,-131.3964109813366,5.833600201920816,True
yellow,-131.15,1.45,yellow,-131.18224438347028,1.3057026851319362,True
yellow,-130.54,-3.92,yellow,-130.5087801749299,-3.8658934136001553,True
yellow,-129.7,-8.37,yellow,-129.8787798236461,-8.437211206869032,True
yellow,-128.48,-12.73,yellow,-128.29079561031156,-12.724413079939692,True
yellow,-126.48,-17.77,yellow,-126.5915727479197,-17.726604869514023,True
yellow,-124.29,-21.72,yellow,-124.39763496133257,-21.77706870897329,True
yellow,-121.62,-25.37,yellow,-121.48172492601343,-25.371613373114236,True
yellow,-118.45,-28.61,yellow,-118.44611662123357,-28.36860037600411,True
yellow,-114.8,-31.38,yellow,-114.69809326345765,-31.58965593163865,True
yellow,-110.7,-33.59,yellow,-110.7792499617484,-33.487769022057115,True
yellow,-106.2,-35.19,yellow,-106.2102329249728,-35.301539850244446,True
yellow,-101.38,-36.13,yellow,-101.38929304277185,-36.2153786111164,True
yellow,-96.31,-36.39,yellow,-96.44285890105262,-36.21522969732337,True
yellow,-92.14,-36.12,yellow,-92.00171816005872,-36.05598385858524,True
yellow,-86.85,-35.2,yellow,-86.86114779876,-35.11346533800756,True
yellow,-82.6,-34.04,yellow,-82.68791724605495,-34.12934157030711,False
yellow,-78.38,-32.52,yellow,-78.28178949494813,-32.47753985028065,True
yellow,-73.21,-30.19,yellow,-73.19197612986159,-30.274302887361994,True
yellow,-69.18,-28.05,yellow,-69.29644806623679,-28.000434373658578,False
yellow,-65.28,-25.72,yellow,-65.27968940618337,-25.821503085903082,True
yellow,-60.6,-22.62,yellow,-60.49317444951179,-22.64006738154583,True
yellow,-57.02,-20.08,yellow,-57.03085823876675,-19.958650620590927,True
yellow,-52.74,-16.92,yellow,-52.801112287758,-17.0588189093852,True
yellow,-48.66,-13.89,yellow,-48.54317794227323,-13.958660923862169,True
yellow,-44.74,-11.09,yellow,-44.6174081026259,-10.876786314764777,True
yellow,-40.93,-8.6,yellow,-40.90353233304872,-8.57248734893631,True
yellow,-37.16,-6.48,yellow,-37.13534421215667,-6.446829567547382,True
yellow,-32.55,-4.46,yellow,-32.65205225556117,-4.556033446589283,True
yellow,-28.55,-3.21,yellow,-28.665135283597227,-3.275793824812985,True
yellow,-23.41,-2.21,yellow,-23.48693270887243,-2.11991201571753,False
yellow,-18.76,-1.74,yellow,-18.82498463189921,-1.7704214866440702,True
yellow,-13.72,-1.52,yellow,-13.819906206934874,-1.4596542465768685,True
yellow,-9.39,-1.47,yellow,-9.335866232227232,-1.456931229373044,True
yellow,-4.82,-1.48,yellow,-4.803652530011089,-1.4437249112762167,False
yellow,1.24,-1.5,yellow,1.2973706654973587,-1.3315680836144022,True
big_orange,6.5,1.56,big_orange,6.498254991012649,1.6720487152238068,True
big_orange,6.56,-1.43,big_orange,6.528222944099937,-1.3249006395624012,False
big_orange,6.0,1.55,big_orange,5.932815828355462,1.6036769288934203,True
big_orange,6.06,-1.45,big_orange,5.947243187429903,-1.3775624144704002,True
