tag,x,y
yellow,79.53,18.14
yellow,79.57,19.73
yellow,79.34,20.99
yellow,78.88,22.05
yellow,78.20,22.99
yellow,77.33,23.76
yellow,76.05,24.45
yellow,74.45,24.92
yellow,72.20,25.13
yellow,69.54,24.97
yellow,66.26,24.38
yellow,62.76,23.42
yellow,58.97,22.10
yellow,54.79,20.44
yellow,50.44,18.57
yellow,46.19,16.78
yellow,42.50,15.48
yellow,39.98,15.00
yellow,38.39,15.10
yellow,37.25,15.57
yellow,36.12,16.58
yellow,34.71,18.78
yellow,33.00,22.54
yellow,31.21,26.71
yellow,29.59,29.93
yellow,27.91,32.65
yellow,26.04,35.04
yellow,24.09,36.94
yellow,21.86,38.61
yellow,19.13,40.16
yellow,15.13,42.08
yellow,11.73,43.95
yellow,8.35,46.24
yellow,4.71,49.02
yellow,0.95,51.94
yellow,-2.25,54.24
yellow,-5.25,56.12
yellow,-7.99,57.48
yellow,-10.27,58.26
yellow,-12.24,58.59
yellow,-13.89,58.55
yellow,-15.21,58.23
yellow,-16.32,57.69
yellow,-17.29,56.92
yellow,-18.16,55.85
yellow,-18.84,54.46
yellow,-19.33,52.63
yellow,-19.54,50.29
yellow,-19.38,47.41
yellow,-18.83,43.99
yellow,-17.89,40.12
yellow,-16.63,35.82
yellow,-15.38,31.48
yellow,-14.76,28.33
yellow,-14.77,26.42
yellow,-15.11,25.40
yellow,-15.71,24.67
yellow,-17.12,23.86
yellow,-19.82,23.11
yellow,-23.88,22.54
yellow,-28.59,22.09
yellow,-33.30,21.62
yellow,-37.45,21.08
yellow,-41.27,20.39
yellow,-44.80,19.49
yellow,-47.76,18.43
yellow,-49.98,17.30
yellow,-51.56,16.16
yellow,-52.62,15.03
yellow,-53.25,13.99
yellow,-53.60,12.97
yellow,-53.70,11.90
yellow,-53.53,10.70
yellow,-53.06,9.56
yellow,-52.27,8.39
yellow,-50.86,7.01
yellow,-48.75,5.56
yellow,-46.16,4.24
yellow,-42.91,2.99
yellow,-39.24,1.89
yellow,-35.21,0.96
yellow,-31.18,0.24
yellow,-26.71,-0.37
yellow,-22.43,-0.81
yellow,-17.84,-1.13
yellow,-13.31,-1.33
yellow,-8.64,-1.45
yellow,-3.68,-1.50
yellow,1.17,-1.50
big_orange,6.48,1.47
big_orange,6.44,-1.53
big_orange,5.98,1.48
big_orange,5.94,-1.52
