tag,x,y
blue,-24.89,4.27
blue,-21.27,3.22
blue,-17.18,2.45
blue,-12.90,1.95
blue,-8.37,1.65
blue,-3.77,1.52
blue,1.23,1.50
yellow,10.44,-1.61
yellow,13.78,-1.99
yellow,15.66,-2.57
yellow,16.47,-3.13
yellow,16.86,-3.74
yellow,17.06,-4.80
yellow,16.78,-7.08
yellow,15.72,-10.55
yellow,14.07,-14.83
yellow,12.21,-19.47
yellow,10.56,-23.75
yellow,9.12,-27.90
yellow,7.95,-31.78
yellow,7.05,-35.53
yellow,6.48,-39.06
yellow,6.26,-42.28
yellow,6.41,-44.99
yellow,6.84,-47.08
yellow,7.50,-48.77
yellow,8.35,-50.10
yellow,9.31,-51.08
yellow,10.44,-51.81
yellow,11.79,-52.31
yellow,13.33,-52.52
yellow,15.13,-52.41
yellow,17.40,-51.85
yellow,20.13,-50.75
yellow,23.46,-48.98
yellow,27.43,-46.61
yellow,31.28,-44.41
yellow,35.17,-42.51
yellow,39.11,-40.72
yellow,41.97,-39.18
yellow,44.23,-37.59
yellow,46.29,-35.69
yellow,48.02,-33.59
yellow,49.65,-31.05
yellow,51.11,-28.08
yellow,52.38,-24.70
yellow,53.45,-21.00
yellow,54.41,-16.82
yellow,55.29,-12.20
yellow,56.18,-7.57
yellow,57.16,-3.50
yellow,58.34,-0.03
yellow,59.88,3.09
yellow,61.76,5.79
yellow,64.09,8.25
yellow,66.87,10.51
yellow,70.19,12.63
yellow,74.08,14.71
yellow,78.37,16.81
yellow,82.31,18.82
yellow,85.64,20.73
yellow,88.53,22.71
yellow,90.81,24.65
yellow,92.57,26.57
yellow,93.89,28.53
yellow,94.78,30.49
yellow,95.27,32.39
yellow,95.44,34.50
yellow,95.22,36.84
yellow,94.46,39.97
yellow,93.53,43.54
yellow,93.38,45.83
yellow,93.82,48.26
yellow,94.97,51.06
yellow,96.92,54.44
yellow,99.46,58.24
yellow,102.23,62.19
yellow,104.93,66.11
yellow,107.35,69.83
yellow,109.50,73.42
yellow,111.36,76.98
yellow,112.77,80.22
yellow,113.70,83.09
yellow,114.17,85.57
yellow,114.22,87.40
yellow,113.96,88.94
yellow,113.49,90.10
yellow,112.86,90.99
yellow,112.14,91.63
yellow,111.18,92.17
yellow,109.97,92.50
yellow,108.38,92.57
yellow,106.38,92.25
yellow,104.06,91.48
yellow,101.22,90.12
yellow,98.02,88.18
yellow,94.71,85.82
yellow,91.57,83.32
yellow,88.10,80.32
yellow,84.77,77.27
yellow,81.16,73.88
yellow,77.63,70.64
yellow,74.62,68.17
yellow,72.26,66.70
yellow,70.58,66.12
yellow,69.29,66.11
yellow,67.82,66.64
yellow,65.53,68.28
yellow,62.53,70.80
yellow,60.45,72.22
yellow,58.82,72.97
yellow,57.31,73.34
yellow,56.09,73.38
yellow,54.75,73.12
yellow,53.58,72.61
yellow,52.39,71.76
yellow,51.14,70.41
yellow,49.98,68.56
yellow,48.87,66.00
yellow,47.92,62.78
yellow,47.24,59.35
yellow,46.75,55.38
yellow,46.45,51.18
yellow,46.33,46.63
yellow,46.35,42.13
yellow,46.44,37.16
yellow,46.50,32.51
yellow,46.35,28.51
yellow,45.87,25.58
yellow,45.26,24.13
yellow,44.56,23.35
yellow,43.67,22.91
yellow,41.88,22.67
yellow,38.66,22.99
yellow,34.41,23.88
yellow,29.73,24.98
yellow,25.31,25.94
yellow,21.20,26.68
yellow,17.10,27.22
yellow,13.11,27.50
yellow,9.27,27.53
yellow,5.25,27.29
yellow,1.41,26.80
yellow,-2.61,26.03
yellow,-6.72,25.04
yellow,-11.00,23.83
yellow,-15.17,22.50
yellow,-19.20,21.04
yellow,-22.82,19.52
yellow,-26.07,17.87
yellow,-28.72,16.20
yellow,-30.75,14.54
yellow,-32.11,13.01
yellow,-32.92,11.68
yellow,-33.39,10.37
yellow,-33.55,9.11
yellow,-33.44,7.97
yellow,-33.03,6.73
yellow,-32.25,5.48
yellow,-31.07,4.26
yellow,-29.44,3.10
yellow,-26.97,1.86
yellow,-24.01,0.83
yellow,-20.63,0.01
yellow,-16.66,-0.65
yellow,-12.65,-1.08
yellow,-8.24,-1.35
yellow,-3.81,-1.48
yellow,0.99,-1.50
big_orange,6.36,1.51
big_orange,6.34,-1.49
big_orange,5.86,1.51
big_orange,5.84,-1.49
